North Carolina,"Manteo (Roanoke Island)","The Lost Colony","Sir Walter Raleigh’s 1587 colony vanished, leaving only the word “CROATOAN.” Many claim to hear ghostly voices in the coastal woods, echoing the settlers’ final fate."
North Carolina,"Wilmington","USS North Carolina Hauntings","This WWII battleship-turned-museum is said to host apparitions of sailors on eternal watch. Visitors hear distant machinery sounds and see shadows move across the deserted decks."
North Carolina,"Chapel Hill","Gimghoul Castle Legend","A tragic duel and rumors of hidden treasure surround this castle near campus. Students who visit at midnight report shadowy forms and hushed voices in the courtyard."
North Carolina,"Brown Mountain","Brown Mountain Lights","Mysterious orbs appear along the ridge, inspiring tales of ghostly lanterns from lost explorers or spirits. Despite scientific investigations, no consensus explains the eerie glows."
North Carolina,"Raleigh","Mordecai House","Birthplace of President Andrew Johnson, famed for sightings of a spectral woman in antique attire. Staff mention cold spots and faint piano music echoing through empty rooms."
North Carolina,"Chatham County","The Devil’s Tramping Ground","A barren circle in the woods where nothing grows and objects left overnight vanish or move. Legend blames the Devil himself, pacing under moonlight to plot his mischief."
North Carolina,"Winston-Salem","Old Salem Ghost Tours","Established by Moravian settlers in 1766, its historic streets are said to host phantoms in colonial dress. Residents occasionally glimpse pioneer-era figures at twilight, then see them fade away."
North Carolina,"Outer Banks","Graveyard of the Atlantic","Treacherous waters that have claimed countless ships over centuries. Sailors share tales of ghostly vessels and drowned crews reappearing in storms."
North Carolina,"Charlotte","The Dunhill Hotel","Opened in 1929, rumored to have a phantom elevator operator and a wandering female spirit. Unexplained knocks, disembodied laughter, and elevator doors opening on empty floors abound."

North Dakota,"Bismarck","Former Governor’s Mansion Hauntings","A Victorian mansion where a woman in a high-collared dress reportedly roams the upper floors. Staff occasionally hear faint music and clinking silverware in empty dining areas."
North Dakota,"Mandan","Fort Abraham Lincoln & Custer House","General Custer’s reconstructed home is said to echo with footsteps and disembodied voices upstairs. Some claim to spot a man in uniform gazing out a second-story window."
North Dakota,"Driscoll","White Lady Lane","A woman in a white gown allegedly roams the roadside, searching for her lost husband. Drivers report her figure vanishing suddenly as they approach."
North Dakota,"Devil’s Lake","Devil’s Lake Monster","Folklore speaks of a giant serpent lurking beneath these waters, occasionally threatening fishing boats. Though never proven, local sightings continue to spark eerie stories."
North Dakota,"Williston","Fort Buford Ghost Soldiers","A historic site where Sitting Bull surrendered, now believed patrolled by phantom cavalry. Park staff report distant bugle calls and faint hoofbeats at dusk."
North Dakota,"Medora","Chateau de Mores","Built in 1883 by a French nobleman, it’s rumored to host his spirit tapping on walls. Visitors sometimes see a well-dressed figure on the veranda before it vanishes."
North Dakota,"Dunseith (Turtle Mountains)","Lake Metigoshe Spirit Lights","At dusk, strange orbs sometimes dance across the lake surface. Tribal lore says these lights are ancestral spirits guiding the lost."
North Dakota,"Dunseith (Turtle Mountains)","Shape-Shifters of the Turtle Mountains","Heavily forested slopes tied to Native legends of trickster spirits. Campers recount hearing unearthly chanting and glimpsing humanoid shadows slipping between trees."
North Dakota,"San Haven","San Haven Sanatorium","A defunct tuberculosis hospital also used for the developmentally disabled, now abandoned. Explorers find rusted beds, eerie graffiti, and the sense of invisible watchers."
North Dakota,"Fargo","NDSU Minard Hall Ghost","Students mention a spectral figure in old-fashioned clothing roaming the corridors late at night. Lights flicker, and doors lock themselves on the deserted upper floors."

Ohio,"Athens","The Ridges (Athens Lunatic Asylum)","Closed in 1993, it once housed thousands of patients—some in unmarked graves. A body-shaped stain on the floor fuels stories of a spirit that never left."
Ohio,"Cleveland","Franklin Castle","Dubbed Ohio’s most haunted house, filled with hidden passages and rumors of family tragedy. Shadows appear in turret windows, and visitors hear children crying behind locked doors."
Ohio,"Cincinnati","Music Hall Ghosts","Built over a paupers’ cemetery, this grand hall allegedly hosts multiple spirits. After hours, staff hear phantom footsteps on stage and see figures in the dark rehearsal rooms."
Ohio,"Mansfield","Ohio State Reformatory","Famous from ‘The Shawshank Redemption,’ it’s also known for aggressive paranormal activity. Cell doors slam themselves, and shadowy inmates roam abandoned tiers."
Ohio,"Loveland","Loveland Frogman","First spotted in 1955, a bipedal frog-like creature rumored to carry a spark-shooting wand. Sightings are rare but remain a local cryptid legend by the Little Miami River."
Ohio,"Toledo","Collingwood Arts Center","A onetime convent for the Sisters of St. Francis, now an arts space with reported ghostly nuns. Actors and visitors sense chilling presences and whispery voices in darkened corners."
Ohio,"Vinton County","Moonville Tunnel","An isolated railroad tunnel said to be haunted by a brakeman’s lantern-wielding spirit. Night explorers see bobbing lights and hear echoing train whistles in the darkness."
Ohio,"Marietta","Lafayette Hotel Specters","Situated at the confluence of the Ohio and Muskingum Rivers, it draws tales of steamboat-era ghosts. Elevator doors open on empty floors, and vintage piano music drifts through silent lounges."
Ohio,"Cleveland","Lake View Cemetery","Final resting place of President James A. Garfield among others, rumored to harbor spirits of those who died young. Witnesses describe glowing orbs moving among tombstones late at night."
Ohio,"Dayton","The Witch’s Tower (Patterson Park)","Legend says a witch once performed dark rituals in this old stone tower. Teens exploring after dark report unsettling echoes, strange lights, and a cloaked figure among the trees."
State,Location,Story Name,Two-Sentence Summary
Oklahoma,"Guthrie","Stone Lion Inn Ghost","Built in 1907 as a funeral home, it’s now a bed-and-breakfast with a resident phantom child. Guests report hearing a little girl’s footsteps and laughter echoing in the hallways."
Oklahoma,"Beaver Dunes Park","Shaman’s Portal","Known locally as ‘Oklahoma’s Bermuda Triangle,’ people claim strange lights and sudden disappearances in the dunes. Legend blames an ancient curse placed by Native American shamans."
Oklahoma,"Oklahoma City","Skirvin Hotel Hauntings","NBA teams famously fear this historic hotel, citing banging doors and crying babies at night. Rumor says a maid named Effie, who died tragically, roams the halls."
Oklahoma,"El Reno","Fort Reno Ghost Soldiers","A frontier fort established in 1874, reportedly home to cavalry apparitions. Staff report disembodied voices on the old parade grounds and orbs hovering in empty barracks."
Oklahoma,"Tulsa","Cain’s Ballroom Spirits","A historic dance hall once frequented by Bob Wills, it’s said to host a phantom cowboy. Musicians hear unseen footsteps backstage and the faint twang of fiddles when the venue is empty."
Oklahoma,"Claremore","Belvidere Mansion","Built in 1907, this Victorian mansion is rumored to be haunted by its original owners. Visitors encounter cold spots, shadowy figures, and the aroma of phantom perfume in upstairs rooms."
Oklahoma,"Tulsa","Hex House","Site of a notorious 1940s criminal case involving alleged hypnosis and torture. Though demolished, locals claim the grounds are cursed, with eerie noises and apparitions reported late at night."
Oklahoma,"Weatherford","Dead Woman’s Crossing","A murdered woman’s spirit is said to wander the creek banks at night, crying for her child. Locals see a pale figure and hear ghostly sobbing near the old bridge."
Oklahoma,"Southeastern Oklahoma","Bigfoot (The Green Hill Monster)","Reports of a tall, hairy creature roaming the remote forests. Residents speak of unexplained howls and large footprints found in muddy creek beds."
Oklahoma,"Konawa area","Sacred Heart Mission Ruins","A Catholic mission burned in 1901, leaving behind a cemetery and crumbling walls. Visitors report flickering lights and the faint chanting of lost voices amid the ruins."

Oregon,"Portland","Shanghai Tunnels","Beneath Old Town, these tunnels allegedly saw victims kidnapped (“shanghaied”) onto ships. Guides recount hearing moans, footsteps, and the rattling of chains in dark passageways."
Oregon,"Portland","Pittock Mansion Hauntings","Built in 1914, this French Renaissance–style home hosts rumored sightings of its former owners. Doors open on their own, and visitors detect whiffs of rose perfume with no source."
Oregon,"Astoria","Flavel House Museum","A Victorian mansion once home to Captain George Flavel, said to contain his lingering presence. Staff mention phantom footsteps on the grand staircase and occasional voices in empty rooms."
Oregon,"Cannon Beach","The Bandage Man of Cannon Beach","An urban legend about a bloody, bandaged figure who appears suddenly along Highway 101. Drivers claim he bangs on car windows and disappears without a trace."
Oregon,"Jacksonville","Bella Union Restaurant & Saloon","Dating back to the 1860s gold rush era, employees hear unexplained footsteps and items moving by themselves. Some patrons glimpse a man in vintage attire at the bar who fades away when approached."
Oregon,"Salem","Oregon State Hospital (Formerly Oregon State Insane Asylum)","Famous as the filming location for 'One Flew Over the Cuckoo’s Nest.' Staff and visitors report echoes in deserted wings and fleeting shadows down locked corridors."
Oregon,"Tillamook","The Ghost of the Octopus Tree","A bizarre-shaped Sitka spruce known as the “Octopus Tree,” rumored to be a Native American ceremonial site. Some nighttime visitors describe odd orbs and chanting carried by coastal winds."
Oregon,"Crater Lake","The Old Man of the Lake","A floating hemlock log that has bobbed upright for over a century, often tied to mysterious lake legends. Rangers talk of eerie calm and unusual weather changes near the log’s location."
Oregon,"Eugene","Pioneer Cemetery Apparitions","Established in 1872, final resting place of early settlers. People strolling at dusk claim to see spectral pioneers moving between the mossy headstones."
Oregon,"Portland","Ravens Manor (Downtown)","A Victorian-inspired building turned spooky-themed bar, rumored to have real otherworldly activity. Patrons sometimes feel unseen hands tap shoulders, coupled with flickering lights in the cellar."

Pennsylvania,"Philadelphia","Eastern State Penitentiary","Once the most famous prison in the world, known for solitary confinement and harsh punishments. Inmates and guards long reported eerie footsteps and wailing; modern tour-goers catch glimpses of shadowy figures."
Pennsylvania,"Gettysburg","Gettysburg Battlefield Ghosts","Site of the Civil War’s bloodiest battle, with countless sightings of soldier apparitions, phantom drumbeats, and gunfire echoing across fields at twilight."
Pennsylvania,"Philadelphia","Betsy Ross House","The alleged home of the first American flag’s seamstress, where whispers and footsteps occur after dark. Some claim Betsy’s patriotic spirit still resides, tending to unfinished business."
Pennsylvania,"Pittsburgh","The Congelier Mansion (Urban Legend)","Nicknamed “America’s Most Haunted House” before it was destroyed in a gas explosion. Stories describe gruesome murders and experiments, though much remains local lore rather than verified history."
Pennsylvania,"New Hope","Logan Inn Ghost","Established in 1727, the inn is famous for a spirit named Emily who leaves lavender perfume lingering in Room 6. Staff also report unexplained tapping on walls and orbs visible in photographs."
Pennsylvania,"Jim Thorpe","Old Jail Museum","A 19th-century prison where seven accused Molly Maguires were hanged. Visitors see a mysterious handprint left on a cell wall that supposedly never fades."
Pennsylvania,"Lancaster","Haldeman Mansion","This 18th-century homestead is rumored to host multiple spirits, including a young girl. Overnight investigators hear unexplained footsteps and find doors ajar in locked rooms."
Pennsylvania,"Erie","Presque Isle Lighthouse Phantoms","A historic beacon on Lake Erie’s shore said to have a lonely keeper’s spirit. Some late-night beachgoers spot a lantern light moving up the tower when no one is there."
Pennsylvania,"Bushkill","Bushkill Falls ‘Bride in the Mist’","Legends speak of a drowned bride whose veil drifts in the spray of the falls. Hikers claim sudden chills and a soft sobbing sound echoing near the water."
Pennsylvania,"Altoona","Horseshoe Curve Ghost Trains","A famous railroad curve where on quiet nights, the rumble of phantom trains is said to echo. Rail enthusiasts speak of ghostly whistles and fleeting lights on abandoned tracks."

Rhode Island,"Providence","Biltmore Hotel Hauntings","Built in 1922, rumored to have once hosted occult gatherings. Guests report shadowy figures in hallways, disembodied voices, and elevators stopping on phantom floors."
Rhode Island,"Exeter","Mercy Brown, the Last ‘Vampire’","In 1892, Mercy Brown’s body was exhumed amid a vampire scare. Visitors to her grave still place trinkets, with some claiming to see a pale figure in the cemetery at dusk."
Rhode Island,"Newport","Belcourt Mansion","Commissioned in 1891, this Gilded Age ‘summer cottage’ is said to harbor ghosts of servants. Guests hear faint footsteps on marble floors and glimpses of Edwardian-era attire in mirrors."
Rhode Island,"Burrillville","The Conjuring House","The 18th-century farmhouse that inspired the famous horror film, linked to alleged witch Bathsheba Sherman. Visitors recount moving chairs, unexplained knocks, and sudden chills in certain rooms."
Rhode Island,"Jamestown","Beavertail Lighthouse","Built in 1749, one of America’s oldest lighthouse sites. Keepers and tourists report a mysterious figure appearing in fog, believed to be an old keeper who drowned offshore."
Rhode Island,"Providence","Swan Point Cemetery (H.P. Lovecraft’s Grave)","Fans of the horror author visit his tombstone, where some claim to feel an unsettling presence. Occasional sightings of a shadowy silhouette near dusk fuel the literary mystique."
Rhode Island,"Block Island","The Palatine Light","A spectral ship’s light seen off the coast, tied to an 18th-century wreck where passengers were allegedly cast adrift. Residents onshore have watched a ghostly glow drifting across dark waters."
Rhode Island,"Cumberland","Nine Men’s Misery","A 1676 massacre site commemorating nine colonists who died in King Philip’s War. Folklore claims moans or cries echo among the pines at twilight, tied to those buried there."
Rhode Island,"Smithfield","Farnum House","A historic dwelling where residents have heard a child’s laughter in empty rooms. Doors lock themselves, and rocking chairs move with no one near."
Rhode Island,"Woonsocket","Stadium Theatre Phantoms","Opened in 1926, rumored to feature a ghostly performer who appears on stage during late-night rehearsals. Stage lights flicker, and seats creak as though occupied by invisible patrons."

South Carolina,"Charleston","Old City Jail","Held pirates, Civil War prisoners, and the infamous Lavinia Fisher (considered America’s first female serial killer). Visitors report apparitions in tattered clothes and whispers in the damp cells."
South Carolina,"Charleston","Poogan’s Porch Restaurant","Named after a stray dog, this Victorian house is said to be haunted by a woman in a nightgown searching for her sister. Diners hear footsteps upstairs and see a ghostly figure peering through windows."
South Carolina,"Pawleys Island","The Gray Man","A protective spirit who appears on the beach before hurricanes. Sightings are often seen as a warning to evacuate or a promise of safety for those who believe."
South Carolina,"Charleston","Dock Street Theatre","Dating back to 1809, it’s home to the ghost of an actress who died in a storm. Actors claim to see her silhouette on the balcony and hear disembodied applause during rehearsals."
South Carolina,"Georgetown","Hopsewee Plantation","An 18th-century rice plantation where staff report seeing shadows of enslaved workers in the fields. Visitors occasionally hear humming spirituals carried on the breeze."
South Carolina,"Murrells Inlet","Alice Flagg’s Grave at All Saints Cemetery","A young woman allegedly died of heartbreak after her brother took her engagement ring. Her ghost, wearing a white dress, is said to wander among the headstones searching for the lost ring."
South Carolina,"Anderson","Crybaby Bridge","One of many ‘crybaby bridges’ where passersby claim to hear an infant’s wails at night. Some legends say a desperate mother threw her baby into the river below."
South Carolina,"Sumter","Salem Black River Church","Founded in 1759, haunted by apparitions in colonial garb and eerie organ music. Some nights, flickering lights suggest candles being lit by unseen hands."
South Carolina,"Beaufort","The Castle (AKA Anchorage 1770)","A historic mansion rumored to be built atop old graves. Guests mention ghostly figures walking the grounds at twilight and faint knocking on second-floor windows."
South Carolina,"Charleston","The Battery’s Haunts","This famous waterfront promenade has sightings of Confederate soldiers and Victorian ladies. Nighttime walkers describe hearing faint cannon fire and horse hooves echoing on cobblestones."
State,Location,Story Name,Two-Sentence Summary
South Dakota,"Deadwood","Bullock Hotel Ghost","Opened by Sheriff Seth Bullock in 1895, this historic hotel supposedly hosts his spirit patrolling the halls. Guests report footsteps in empty corridors and glimpses of a stern man in frontier attire."
South Dakota,"Keystone","Mount Rushmore ‘Stolen Faces’ Legend","Some Lakota traditions describe the mountain as sacred land altered by carving. Visitors occasionally speak of uneasy feelings or hearing faint drumming echoing near the monument at dusk."
South Dakota,"Custer","Black Hills Bigfoot Sightings","For decades, campers and hikers have claimed to see a large, hairy figure stalking the pines. Mysterious howls and footprints in remote areas keep the Sasquatch tales alive."
South Dakota,"Yankton","Mount Marty College Hauntings","Students mention sightings of a spectral nun in campus hallways and unexplained piano music after midnight. Flickering lights and sudden cold spots prompt ghost-hunting clubs to investigate."
South Dakota,"Fort Sisseton Historic State Park","Phantom Soldiers","A 19th-century frontier fort where spectral cavalrymen allegedly patrol old barracks. Visitors hear distant boot steps and muffled orders near the deserted parade grounds."
South Dakota,"Rapid City","Hotel Alex Johnson","Built in 1928, it’s rumored to house a ‘Lady in White’ who fell (or jumped) from an upper floor. Staff recount doorknobs rattling and the elevator moving by itself late at night."
South Dakota,"Deadwood","Adams House Haunt","A Victorian mansion turned museum, with reports of chairs rocking and windows opening on their own. Some tie the activity to the tragic stories of previous owners who met early deaths."
South Dakota,"Vermillion","Spirit Mound","A place sacred to Native tribes, once believed inhabited by little devils. Modern hikers sense a mysterious aura, particularly at sunset, and some claim to see fleeting shapes on the summit."
South Dakota,"Lead","Sanford Lab Homestake Visitor Center (Old Homestake Mine)","Formerly the largest and deepest gold mine in North America, rumored to echo with miner apparitions. Guides mention hearing faint picks striking ore in closed-off shafts."
South Dakota,"Crazy Horse Memorial area","Ghost of Crazy Horse","Legend persists that the famous Oglala Lakota warrior’s spirit rides across the Black Hills under a moonlit sky. Nighttime visitors occasionally hear distant hoofbeats on rocky slopes."

Tennessee,"Adams","The Bell Witch Cave","Perhaps America’s best-known poltergeist legend, the Bell Witch tormented the Bell family in the early 1800s. Visitors to the cave report disembodied voices and strange movements in the dark."
Tennessee,"Nashville","Ryman Auditorium Hauntings","Originally a church, it later became the ‘Mother Church of Country Music.’ Performers claim to see spectral figures in pews and hear applause long after the crowds have gone."
Tennessee,"Memphis","Orpheum Theatre’s Ghost ‘Mary’","A young girl is said to haunt this historic theater, giggling and moving seats during shows. Staff sometimes hear soft footsteps backstage or spot her face peeking around curtains."
Tennessee,"Hurricane Mills","Loretta Lynn’s Plantation Home","Country star Loretta Lynn’s Civil War–era home is rife with ghost stories, including soldiers roaming the grounds. Doors slam, lights flicker, and some have heard phantom gunshots echo at night."
Tennessee,"Chattanooga","Reed’s Point (Chickamauga Battlefield)","Site of a major Civil War battle where visitors report sightings of soldiers and a headless horseman known as ‘Old Green Eyes.’ An eerie mist often settles, accompanied by faint cries and drumbeats."
Tennessee,"Franklin","Carnton Plantation","A key Civil War hospital site, where bloody footprints and moaning soldiers have been reported. The ghosts of Confederate troops allegedly wander, seeking final rest."
Tennessee,"Nashville","Tennessee State Prison","Closed in 1992, this fortress-like prison featured in ‘The Green Mile.’ Guards have heard chains rattle in abandoned cell blocks, and apparitions of inmates appear on security cameras."
Tennessee,"Knoxville","University of Tennessee’s Hoskins Library Ghost","Students claim that after hours, they’ve glimpsed a studious apparition in old reading rooms. Books move on their own, and whispers echo between dimly lit shelves."
Tennessee,"Kingsport","Sensabaugh Tunnel","A narrow tunnel with legends of a murdered baby and vengeful spirit. People report hearing an infant crying, cars stalling, and unexplained handprints on windows."
Tennessee,"Nashville","Tales of the Hermitage Ghost","President Andrew Jackson’s home, said to host the General’s restless spirit. Staff mention hearing booted footsteps on the porch and glimpses of a tall figure in period dress."

Texas,"Marfa","Marfa Lights","Mysterious orbs that appear on the horizon at night, baffling residents and visitors for decades. Some attribute them to ghosts, UFOs, or atmospheric phenomena."
Texas,"San Antonio","The Alamo Ghosts","Site of a pivotal 1836 battle, where apparitions of Texian and Mexican soldiers allegedly stand guard. Nighttime passersby claim to hear faint battle cries and clashing swords in the courtyard."
Texas,"Denton (near)","Old Alton Bridge ‘Goatman’s Bridge’","A legendary half-man, half-goat creature is said to lurk around this historic iron bridge. Visitors report eerie growls, strange lights, and unexplainable feelings of dread after dark."
Texas,"Galveston","Hotel Galvez","Opened in 1911, haunted by the spirit of a bride-to-be who hanged herself after receiving false news of her fiancé’s shipwreck. Guests smell her perfume in hallways and hear sobbing behind closed doors."
Texas,"Austin","The Driskill Hotel","Built in 1886, famous for its opulent décor and ghostly occupants. Patrons see a little girl bouncing a ball and a jilted bride in a long gown roaming the corridors."
Texas,"Jefferson","The Jefferson Hotel","A 19th-century building hosting phantom children, a vanished bride, and mysterious knocks on doors. Guests often awake to find furniture rearranged or faucets running by unseen hands."
Texas,"Houston","Spaghetti Warehouse Ghost","Housed in a 1912 building, rumored to be haunted by a man who fell down an elevator shaft. Patrons describe flickering lights, moving utensils, and cold spots near the old elevator."
Texas,"San Antonio","Menger Hotel","Just steps from the Alamo, known for ghost sightings including Teddy Roosevelt recruiting for the Rough Riders. Staff mention translucent figures in Victorian clothing walking the halls."
Texas,"Mineral Wells","The Baker Hotel","An abandoned spa resort famed for a lady in white who appears on upper floors. Paranormal groups record disembodied voices and see orbs floating through the grand lobby."
Texas,"Rio Frio (Leakey area)","The White Lady of Rio Frio","Legend says a woman was murdered by her sister’s jealous suitor; her ghost wanders the river’s edge. Locals still report sightings of a pale figure drifting among cypress trees at twilight."

Utah,"Ballard","Skinwalker Ranch","Famed for paranormal and UFO reports, including shapeshifting creatures from Navajo legend. Researchers speak of strange lights, unexplained animal mutilations, and eerie sensations."
Utah,"Salt Lake City","Rio Grande Depot Ghost ‘The Purple Lady’","Said to be the spirit of a woman who died tragically on the train tracks. Security staff note spectral footsteps in the grand lobby and apparitions near the old baggage claim."
Utah,"Ogden","Ben Lomond Hotel","Built in 1927, rumors of a jilted bride who drowned in the bathtub linger. Guests hear running water in empty suites and see ghostly reflections in mirrors."
Utah,"Salt Lake City","Devereaux Mansion","A 19th-century mansion once hosting Brigham Young, known for phantom children playing upstairs. Doors open on their own, and faint piano music drifts from closed-off rooms."
Utah,"Salt Lake City","Emo’s Grave (Salt Lake City Cemetery)","Teens dare each other to light a candle and summon the spirit named ‘Emo.’ Some claim to see a glowing figure inside the crypt, then vanish in the dark."
Utah,"Salt Lake City","Capitol Theatre Hauntings","A 1913 performance venue rumored to host a spirit from a 1949 fire. Stagehands report unexplained footsteps, flickering lights, and a smoky odor backstage."
Utah,"Sundance (Provo Canyon)","Bridal Veil Falls Ghost Bride","Locals tell of a bride lost in a tragic accident near the waterfall. Hikers sometimes see a veiled figure drifting through the mist, disappearing if approached."
Utah,"Salt Lake City","McCune Mansion","An opulent early-1900s estate with sightings of a woman in turn-of-the-century attire on the grand staircase. Staff also hear distant music playing in empty reception rooms."
Utah,"Ogden","Union Station Hauntings","A historic railroad station with talk of mysterious voices and a spectral woman in a red dress. After closing, security describes hearing footfalls echo on the empty platforms."
Utah,"Duchesne County","Moon Lake Monster","A regional lake cryptid said to have a serpentine body lurking in the depths. Campers occasionally report large splashes and sightings of a dark shape gliding beneath the water’s surface."

Vermont,"Stowe","Emily’s Bridge (Gold Brook Covered Bridge)","A jilted bride named Emily allegedly hanged herself on this bridge. Scratching sounds and unexplained car scratches appear when drivers stop at night."
Vermont,"Proctor","Wilson Castle","Built in the 19th century with European architectural flair, said to harbor apparitions of past owners. Visitors mention disembodied voices and footsteps in vacant hallways."
Vermont,"Manchester","The Equinox Resort","Dating to the 18th century, rumored to host the spirit of Abraham Lincoln’s wife, Mary Todd, who once vacationed here. Guests have witnessed a woman in period clothing drifting through the corridors."
Vermont,"Stowe","Green Mountain Inn’s ‘Boots Berry’ Ghost","A tap-dancing spirit said to be the innkeeper’s son who once saved a stagecoach. Some nights, a faint shuffle of boots echoes along the roof during snowstorms."
Vermont,"Middlebury","Middlebury College Chapel Specter","Students talk of an unknown figure occasionally spotted in the chapel’s balcony. Late-night organ tones resonate when the building is locked and dark."
Vermont,"Chittenden","Eddy Brothers House","Famous 19th-century mediums who held séances in the family home. Legend says spirits still gather in the attic, where eerie lights and knocks are reported."
Vermont,"Stowe","The Gold Stage Inn (Proctorsville variant often cited, but similarly spelled)","A cozy inn believed to have a friendly resident ghost who rearranges furniture. Owners wake to find chairs in new positions and faint laughter in empty rooms."
Vermont,"Burlington area","Shelburne Museum Haunts","Historic buildings relocated to museum grounds allegedly host ghosts from different eras. Docents describe hearing phantom footsteps, particularly in the Dutton House."
Vermont,"Northfield","Norwich University Ghosts","America’s oldest private military college, with tales of cadets haunting dorm halls. Midnight marches and disembodied bugle calls have spooked many a late-night student."
Vermont,"Lake Bomoseen (Castleton)","Phantom Rowboat","Local lore tells of rowdy loggers who drowned returning from a tavern; their rowboat still glides silently across the lake. Fishermen claim to hear splashing oars yet see no one in the fog."
State,Location,Story Name,Two-Sentence Summary
Virginia,"Williamsburg","Peyton Randolph House Ghost","Said to be Colonial Williamsburg’s most haunted building, the home hosts strange noises and apparitions of former residents. Tour guides tell of shadowy figures by windows and disembodied footsteps at night."
Virginia,"Richmond","Hollywood Cemetery Hauntings","Final resting place of Confederate generals and two U.S. presidents, famous for the ‘Richmond Vampire’ legend. Visitors claim to see eerie shadows weaving among elaborate tombs under moonlight."
Virginia,"Jamestown","Ghosts of Historic Jamestowne","America’s first permanent English settlement, haunted by restless spirits of early colonists. After-hours, rangers have reported phantom voices and fleeting silhouettes near archaeological sites."
Virginia,"Charlottesville","UVA’s Edgar Allan Poe Room","Room 13 on the West Range is preserved as Poe’s 1826 dormitory. Students swear they’ve felt a cold presence or heard faint scratching, like a quill across paper."
Virginia,"Fredericksburg","Chatham Manor Specters","Used as a Civil War hospital, it’s said groaning soldiers and a weeping woman roam the halls. A bloodstain on the floor once refused to vanish, fueling ghostly rumors."
Virginia,"Abingdon","The Martha Washington Inn Ghosts","A 19th-century inn that once served as a Civil War hospital, famed for a phantom horse and a violin-playing spirit. Guests report hearing music from empty rooms and glimpsing a spectral nurse."
Virginia,"Natural Bridge","Monacan Spirits of the Bridge","Monacan Indian legend calls the formation sacred, with ancestral spirits said to protect the towering arch. Some travelers sense a powerful presence in the gorge at twilight."
Virginia,"Middleburg","Red Fox Inn Hauntings","Operating since 1728, this tavern hosted everyone from colonial patriots to Civil War soldiers. Guests speak of footsteps in empty guest rooms and the aroma of pipe tobacco in deserted halls."
Virginia,"Surry","Bacon’s Castle Ghosts","America’s oldest brick dwelling (1665) with rumored apparitions tied to Nathaniel Bacon’s Rebellion. Visitors mention shadowy figures in 17th-century clothing wandering the gardens at dusk."
Virginia,"Staunton","Depot Station Phantoms","Built in 1902, the old train depot is said to have lingering souls from a deadly rail accident. Evening commuters sometimes see lights and hear muffled shouts when no trains are due."

Washington,"Seattle","Pike Place Market Ghosts","Beneath the bustling stalls lie old ‘catacombs’ and remnants of a neighborhood destroyed by fire. Vendors speak of the ‘Lady in Black’ appearing in deserted hallways before fading away."
Washington,"Port Townsend","Manresa Castle Hauntings","A former Jesuit school turned hotel, rumored to house two tragic spirits: a monk and a young woman. Staff have witnessed doors slam and heard phantom footsteps in empty corridors."
Washington,"Tacoma","Stadium High School Apparitions","Originally built as a luxury hotel, this castle-like school is rumored to have ghostly students roaming the halls. Teachers report flickering lights and disembodied laughter after hours."
Washington,"Aberdeen","Billy Gohl’s Ghost","Billy Gohl, a notorious criminal who haunted the docks, is said to still prowl the old sailor’s union building. Locals sometimes hear phantom moans by the Wishkah River, where many of his victims were found."
Washington,"Whidbey Island","Fort Casey Phantom","A coastal defense fort where visitors claim to hear disembodied marching and the metallic clang of artillery. Shadowy figures in old uniforms have been spotted near bunkers at dusk."
Washington,"Olympic Peninsula","Lake Crescent’s Lady of the Lake","A woman allegedly murdered and dumped in the lake, discovered years later in a ‘soapy’ condition. Campers mention eerie moans echoing off the water on still nights."
Washington,"Snohomish","Oxford Saloon","Opened in the early 1900s, it’s said to be haunted by a policeman stabbed there. Patrons report a man’s shadow pacing near the stairwell and glasses tipping over unaided."
Washington,"Seattle","Georgetown Castle","A turreted old house once rumored to host rowdy speakeasies. Neighbors claim to see lights in the tower windows and hear muffled jazz music late at night."
Washington,"Vancouver","Fort Vancouver Hauntings","Established in the 19th century as a fur-trading post, with sightings of ghostly soldiers patrolling. A spectral blacksmith is said to clang away at night in the old forge."
Washington,"Mount Rainier","Bigfoot Encounters","Mount Rainier’s dense forests are a hotspot for Sasquatch lore, featuring sightings of a tall, hairy figure. Hikers report strange calls and footprints leading off-trail into the wilderness."

West Virginia,"Point Pleasant","Mothman","A winged, red-eyed creature spotted in the 1960s, said to presage disasters like the Silver Bridge collapse. Even decades later, locals recount eerie sightings and glowing eyes in the night."
West Virginia,"Weston","Trans-Allegheny Lunatic Asylum","An imposing 19th-century hospital where patients allegedly still roam. Tours reveal slamming doors, screams echoing in empty wards, and apparitions in old medical wings."
West Virginia,"Harpers Ferry","Civil War Ghosts","Historic streets saw intense conflict; soldiers in Union and Confederate garb are spotted after dark. Locals describe echoes of muskets firing and shadowy battalions marching by moonlight."
West Virginia,"Greenbrier County","Greenbrier Ghost","Elva Zona Heaster’s spirit helped convict her murderer in 1897. Townspeople still tell of her apparition appearing in court documents as the sole ‘eyewitness.’"
West Virginia,"White Sulphur Springs","The Greenbrier Resort Haunts","Once a secret Cold War bunker site, it has ghost stories of elegant guests who never checked out. Staff mention Victorian-dressed figures disappearing into walls and phantom footsteps in long corridors."
West Virginia,"Lewisburg","Old Stone Church Cemetery","Revolutionary War soldiers buried here reportedly rattle their sabers and call out in the mist. Late-night visitors hear hushed conversations among the gravestones."
